Athlete,Year,Event,Event Type,Final/Heat,Country,Age,gender,Rank,Lane,100m,100m CT,RT
Category_3,32,Category_9,Youth Olympic,H,Category_6,16.461,m,77.826,7.368,28.974,Category_6,0.634
Category_8,33,Category_3,Series,H,Category_6,22.067,m,16.3,3.186,25.996,Category_9,0.647
Category_5,26,Category_7,World Cup,SF,Category_3,14.984,m,14.292,4.488,25.576,Category_3,0.648
Category_9,20,Category_8,Junior,SF,Category_6,30.162,m,36.38,3.878,27.09,Category_6,0.595
Category_5,22,Category_2,World Championships,H,Category_6,16.839,m,35.492,3.663,28.523,Category_4,0.606
Category_9,27,Category_6,World Cup,H,Category_9,18.357,m,-31.467,4.876,27.231,Category_7,0.673
Category_4,34,Category_8,Junior,H,Category_9,17.092,m,29.434,10.923,24.426,Category_7,0.712
Category_9,32,Category_7,World Championships,H,Category_2,24.289,m,49.092,6.423,28.495,Category_9,0.7
Category_5,25,Category_3,World Cup,F,Category_4,29.368,m,61.982,3.909,28.889,Category_4,0.574
Category_9,32,Category_1,25m,H,Category_9,17.511,m,29.216,4.055,24.926,Category_8,0.72
Category_3,31,Category_6,World Championships,F,Category_4,24.007,m,22.331,6.161,28.938,Category_8,0.723
Category_4,24,Category_8,World Cup,SF,Category_8,15.018,m,53.294,4.316,27.107,Category_8,0.631
Category_9,29,Category_6,Olympic,F,Category_3,24.39,m,83.865,4.324,27.905,Category_8,0.632
Category_6,34,Category_5,Junior,SF,Category_3,27.697,m,35.213,2.041,27.942,Category_6,0.641
Category_2,34,Category_8,World Cup,F,Category_9,26.431,m,27.307,4.658,27.47,Category_8,0.679
Category_7,27,Category_2,25m,SF,Category_8,20.971,m,68.541,-1.449,25.971,Category_6,0.651
Category_2,31,Category_1,Series,H,Category_1,16.148,m,0.166,0.416,27.932,Category_2,0.682
Category_2,28,Category_1,World Championships,F,Category_2,20.424,m,34.328,3.911,26.942,Category_3,0.606
Category_1,19,Category_4,World Championships,F,Category_3,19.135,m,101.51,6.402,27.56,Category_6,0.616
Category_3,24,Category_6,World Championships,SF,Category_2,18.573,m,45.522,8.746,26.246,Category_7,0.625
Category_6,29,Category_9,25m,SF,Category_3,21.276,m,54.5,5.764,27.704,Category_4,0.628
Category_8,19,Category_1,Junior,F,Category_8,20.146,m,23.116,6.091,26.84,Category_1,0.684
Category_9,23,Category_1,World Championships,SF,Category_6,23.35,m,49.33,5.053,24.655,Category_4,0.675
Category_7,27,Category_5,Junior,H,Category_7,23.377,m,67.366,6.841,28.013,Category_6,0.694
Category_4,32,Category_5,World Cup,F,Category_6,20.161,m,-10.847,5.3,29.199,Category_8,0.713
Category_6,22,Category_5,Olympic,H,Category_1,22.21,m,29.774,5.693,27.738,Category_4,0.682
Category_5,20,Category_6,Olympic,F,Category_3,25.889,m,42.553,0.921,26.469,Category_1,0.585
Category_8,22,Category_8,Junior,H,Category_1,18.222,m,30.918,5.422,27.733,Category_5,0.646
Category_1,25,Category_3,Junior,F,Category_9,20.487,m,18.577,4.832,25.402,Category_7,0.652
Category_1,25,Category_9,Olympic,SF,Category_9,16.166,m,72.503,3.749,28.593,Category_6,0.676
Category_6,25,Category_1,World Championships,F,Category_5,22.407,m,38.367,3.93,28.792,Category_3,0.622
Category_2,29,Category_4,Youth Olympic,H,Category_4,21.243,m,12.446,1.487,26.787,Category_7,0.731
Category_5,25,Category_9,Youth Olympic,F,Category_9,22.328,m,60.73,6.103,27.137,Category_4,0.646
Category_1,28,Category_8,25m,H,Category_9,16.33,m,72.348,5.354,24.66,Category_5,0.65
Category_7,31,Category_9,Series,H,Category_3,23.589,m,65.214,4.945,28.139,Category_7,0.656
Category_1,25,Category_1,Olympic,H,Category_5,20.843,m,20.626,5.341,26.378,Category_2,0.641
Category_4,27,Category_9,Olympic,SF,Category_3,24.681,m,21.864,1.703,21.336,Category_4,0.587
Category_9,24,Category_3,25m,F,Category_2,18.61,m,2.735,9.12,27.127,Category_4,0.72
Category_1,34,Category_9,Youth Olympic,H,Category_1,23.245,m,39.809,7.099,26.641,Category_6,0.636
Category_4,21,Category_1,World Cup,SF,Category_2,22.263,m,64.005,6.304,24.678,Category_7,0.693
Category_6,30,Category_1,World Championships,H,Category_8,26.73,m,48.696,8.433,29.005,Category_4,0.645
Category_6,21,Category_9,World Championships,F,Category_8,19.94,m,82.728,5.295,25.94,Category_1,0.636
Category_8,22,Category_6,World Cup,SF,Category_3,18.125,m,-23.057,4.078,25.29,Category_1,0.609
Category_1,21,Category_4,World Cup,H,Category_7,18.378,m,36.549,5.449,29.292,Category_5,0.585
Category_7,23,Category_7,Youth Olympic,H,Category_7,15.835,m,56.359,8.538,27.765,Category_1,0.645
Category_1,19,Category_5,25m,H,Category_2,18.34,m,15.089,2.57,24.752,Category_3,0.643
Category_7,28,Category_7,World Cup,F,Category_9,10.736,m,0.116,8.508,26.858,Category_9,0.729
Category_3,31,Category_8,25m,SF,Category_3,26.085,m,-2.051,1.442,25.174,Category_3,0.668
Category_8,22,Category_8,Series,SF,Category_2,28.424,m,35.524,6.088,24.142,Category_3,0.716
Category_3,23,Category_1,Junior,SF,Category_3,19.81,m,-2.767,7.264,23.983,Category_9,0.597
Category_1,27,Category_8,World Championships,H,Category_2,22.234,m,74.734,6.363,28.377,Category_5,0.667
Category_8,25,Category_6,Youth Olympic,SF,Category_8,21.1,m,47.285,7.356,25.153,Category_8,0.689
Category_3,31,Category_4,World Championships,H,Category_5,14.988,m,26.782,4.46,24.74,Category_9,0.67
Category_2,20,Category_8,Youth Olympic,F,Category_3,24.668,m,30.227,1.637,26.392,Category_6,0.671
Category_1,29,Category_3,Junior,SF,Category_5,25.285,m,63.529,7.363,32.486,Category_7,0.653
Category_3,33,Category_4,World Championships,H,Category_8,16.114,m,70.948,9.33,27.905,Category_7,0.611
Category_2,34,Category_6,Junior,SF,Category_7,21.786,m,5.777,4.369,28.676,Category_7,0.603
Category_2,18,Category_7,Youth Olympic,SF,Category_6,19.334,m,11.529,6.455,24.818,Category_4,0.696
Category_6,27,Category_4,World Cup,F,Category_1,25.345,m,22.296,2.738,27.819,Category_2,0.635
Category_1,27,Category_4,Series,SF,Category_1,20.078,m,14.639,2.552,26.875,Category_2,0.645
Category_2,19,Category_7,World Championships,F,Category_1,20.19,m,-19.172,5.039,25.351,Category_7,0.635
Category_6,26,Category_6,Junior,SF,Category_8,27.955,m,9.187,2.981,26.41,Category_7,0.624
Category_3,30,Category_8,Olympic,SF,Category_8,15.102,m,12.369,5.012,25.483,Category_7,0.599
Category_4,33,Category_1,World Championships,SF,Category_7,21.448,m,-1.85,12.243,27.173,Category_8,0.733
Category_1,29,Category_7,World Championships,SF,Category_6,20.788,m,45.146,3.035,26.413,Category_3,0.573
Category_8,25,Category_7,World Championships,SF,Category_4,17.924,m,28.928,5.616,25.489,Category_5,0.695
Category_7,34,Category_7,25m,SF,Category_1,28.861,m,50.217,0.441,26.347,Category_6,0.713
Category_7,32,Category_7,Junior,F,Category_9,21.814,m,4.32,6.064,28.775,Category_8,0.671
Category_3,27,Category_8,Junior,F,Category_1,23.201,m,50.693,3.036,24.36,Category_8,0.657
Category_3,32,Category_9,World Championships,H,Category_4,23.792,m,36.679,5.496,25.685,Category_3,0.675
Category_2,32,Category_9,World Cup,SF,Category_3,19.094,m,16.82,5.43,27.589,Category_4,0.647
Category_1,24,Category_2,World Championships,F,Category_7,25.559,m,78.494,5.117,25.558,Category_6,0.709
Category_7,30,Category_7,25m,SF,Category_5,24.727,m,35.762,2.439,29.604,Category_4,0.715
Category_7,34,Category_7,Youth Olympic,SF,Category_5,19.916,m,17.448,4.075,29.365,Category_4,0.689
Category_2,26,Category_4,25m,F,Category_4,24.303,m,40.584,5.355,29.481,Category_5,0.59
Category_7,25,Category_9,World Cup,SF,Category_1,25.552,m,5.417,4.176,28.273,Category_7,0.695
Category_8,30,Category_8,World Championships,F,Category_5,23.711,m,27.469,8.233,28.973,Category_2,0.722
Category_1,33,Category_1,Junior,F,Category_4,16.965,m,90.664,4.875,26.894,Category_2,0.692
Category_9,26,Category_2,Series,H,Category_8,20.039,m,-18.164,2.327,25.608,Category_9,0.709
Category_7,29,Category_2,Olympic,H,Category_2,22.388,m,17.4,5.838,25.734,Category_4,0.632
Category_3,29,Category_8,World Championships,H,Category_8,21.464,m,28.304,-1.256,23.457,Category_5,0.643
Category_8,23,Category_1,World Cup,H,Category_1,17.338,m,22.036,9.609,26.079,Category_3,0.723
Category_7,24,Category_4,Junior,SF,Category_4,19.235,m,18.19,0.533,26.209,Category_2,0.694
Category_8,20,Category_5,25m,SF,Category_3,21.877,m,81.042,6.984,26.47,Category_8,0.653
Category_6,33,Category_9,Youth Olympic,H,Category_5,14.176,m,16.637,6.6,32.345,Category_4,0.652
Category_9,33,Category_7,Youth Olympic,F,Category_5,20.501,m,43.902,1.988,25.259,Category_1,0.665
Category_5,24,Category_8,Series,F,Category_5,23.304,m,14.984,6.153,26.363,Category_6,0.651
Category_3,21,Category_9,World Championships,F,Category_4,21.592,m,43.969,3.075,31.542,Category_6,0.665
Category_3,25,Category_7,25m,F,Category_8,16.873,m,59.339,4.367,25.34,Category_2,0.805
Category_1,30,Category_5,Series,SF,Category_3,17.601,m,30.402,5.934,24.596,Category_2,0.633
Category_8,30,Category_5,Olympic,F,Category_4,26.574,m,16.151,4.655,26.425,Category_8,0.584
Category_2,34,Category_6,Olympic,F,Category_1,16.541,m,28.994,2.31,25.334,Category_7,0.635
Category_3,34,Category_5,Series,H,Category_7,25.327,m,47.862,5.786,29.225,Category_2,0.689
Category_8,22,Category_9,World Cup,F,Category_1,17.85,m,57.356,4.262,27.17,Category_1,0.691
Category_8,23,Category_3,Youth Olympic,SF,Category_2,25.097,m,39.896,4.502,24.455,Category_8,0.616
Category_4,30,Category_3,25m,F,Category_7,22.66,m,30.255,4.647,27.538,Category_2,0.648
Category_4,31,Category_7,World Championships,F,Category_1,18.981,m,69.17,1.459,27.265,Category_5,0.703
Category_5,21,Category_7,Junior,SF,Category_3,13.112,m,14.581,2.004,23.845,Category_6,0.66
Category_6,24,Category_6,World Championships,H,Category_6,22.07,m,20.722,3.322,27.815,Category_1,0.619
Category_5,25,Category_3,World Championships,SF,Category_6,21.172,m,83.92,5.786,27.931,Category_2,0.628
Category_7,30,Category_7,25m,H,Category_6,22.134,m,29.761,2.485,23.905,Category_4,0.728
Category_2,23,Category_5,Youth Olympic,F,Category_2,22.653,m,51.414,7.705,24.198,Category_2,0.644
Category_7,23,Category_7,25m,H,Category_2,14.984,m,7.124,5.271,26.078,Category_6,0.667
Category_7,20,Category_2,Junior,H,Category_6,22.048,m,61.21,5.672,25.484,Category_4,0.593
Category_1,20,Category_6,Series,H,Category_5,23.494,m,-0.431,3.957,28.143,Category_3,0.654
Category_7,30,Category_8,25m,F,Category_7,23.445,m,-2.56,0.841,25.897,Category_6,0.791
Category_5,19,Category_1,World Cup,H,Category_7,15.236,m,58.101,6.085,26.458,Category_9,0.745
Category_3,33,Category_4,World Championships,H,Category_5,25.197,m,22.179,2.995,24.532,Category_8,0.676
Category_3,23,Category_1,Youth Olympic,F,Category_8,22.195,m,25.589,1.098,28.911,Category_2,0.737
Category_4,25,Category_1,Olympic,SF,Category_6,22.72,m,44.869,2.717,25.184,Category_3,0.692
Category_2,25,Category_8,Junior,SF,Category_5,16.715,m,24.222,4.578,24.59,Category_2,0.769
Category_2,23,Category_7,Olympic,SF,Category_4,23.554,m,2.517,-1.087,26.954,Category_7,0.694
Category_1,31,Category_1,World Championships,F,Category_7,13.288,m,16.263,3.946,29.184,Category_9,0.725
Category_5,20,Category_2,25m,F,Category_4,16.912,m,4.606,7.259,27.83,Category_1,0.57
Category_4,27,Category_4,Olympic,SF,Category_5,25.662,m,65.804,4.853,25.61,Category_3,0.682
Category_2,20,Category_1,World Cup,H,Category_5,23.353,m,67.075,7.73,25.958,Category_6,0.637
Category_3,29,Category_3,25m,SF,Category_1,21.627,m,8.447,3.781,23.897,Category_4,0.69
Category_7,34,Category_8,World Championships,F,Category_1,24.326,m,45.008,7.616,31.041,Category_1,0.688
Category_7,22,Category_8,Olympic,H,Category_3,24.613,m,24.724,1.468,30.227,Category_9,0.727
Category_4,26,Category_8,Series,H,Category_3,23.557,m,74.344,6.253,27.471,Category_7,0.711
Category_5,24,Category_6,Junior,F,Category_2,19.521,m,100.415,4.508,26.815,Category_7,0.601
Category_5,21,Category_6,Olympic,H,Category_2,16.788,m,53.497,8.114,24.384,Category_1,0.581
Category_6,30,Category_5,Series,SF,Category_6,17.676,m,17.815,3.758,26.523,Category_9,0.655
Category_9,30,Category_9,Series,F,Category_1,26.258,m,-0.669,2.18,28.786,Category_8,0.698
Category_2,27,Category_4,Olympic,F,Category_6,15.143,m,39.545,6.023,28.433,Category_5,0.693
Category_5,34,Category_7,Youth Olympic,F,Category_5,22.452,m,28.066,8.834,25.858,Category_4,0.667
Category_3,30,Category_1,Olympic,F,Category_6,22.458,m,-8.792,5.356,28.589,Category_1,0.692
Category_4,34,Category_9,World Championships,H,Category_5,26.496,m,34.807,4.671,29.366,Category_9,0.701
Category_6,21,Category_7,Series,F,Category_7,22.447,m,93.05,1.78,26.917,Category_8,0.668
Category_8,18,Category_9,Junior,F,Category_1,18.67,m,55.616,7.108,28.984,Category_2,0.692
Category_1,18,Category_7,World Championships,H,Category_3,18.735,m,-0.752,4.647,30.442,Category_4,0.696
Category_8,32,Category_2,World Cup,F,Category_6,20.397,m,32.005,6.502,31.02,Category_4,0.663
Category_7,30,Category_6,25m,H,Category_1,25.108,m,43.232,5.26,25.531,Category_7,0.731
Category_1,34,Category_4,Olympic,H,Category_7,23.758,m,46.64,9.802,27.809,Category_3,0.611
Category_2,25,Category_3,Youth Olympic,F,Category_4,15.929,m,-14.344,3.401,28.376,Category_8,0.738
Category_3,30,Category_2,Junior,SF,Category_3,21.574,m,29.172,3.491,26.8,Category_7,0.711
Category_1,31,Category_6,Youth Olympic,F,Category_9,23.836,m,40.011,7.272,29.555,Category_4,0.761
Category_9,25,Category_8,Youth Olympic,SF,Category_1,19.44,m,27.188,7.332,26.963,Category_9,0.596
Category_8,25,Category_6,Youth Olympic,H,Category_8,11.484,m,-22.731,7.41,26.508,Category_6,0.649
Category_2,32,Category_9,Olympic,SF,Category_1,19.608,m,28.188,4.743,23.974,Category_3,0.686
Category_9,30,Category_5,Junior,F,Category_5,14.276,m,54.998,5.286,23.154,Category_7,0.676
Category_7,24,Category_2,Junior,F,Category_8,13.621,m,16.146,1.454,26.078,Category_6,0.645
Category_9,22,Category_8,Series,SF,Category_6,24.828,m,19.07,4.378,20.513,Category_8,0.678
Category_6,34,Category_9,Youth Olympic,F,Category_7,30.852,m,72.579,5.457,29.557,Category_5,0.72
Category_6,33,Category_4,Series,SF,Category_8,26.066,m,26.808,5.458,28.78,Category_6,0.671
Category_4,19,Category_6,Series,H,Category_6,9.619,m,35.739,2.907,28.347,Category_1,0.603
Category_2,34,Category_8,25m,SF,Category_6,19.705,m,-20.881,2.065,29.27,Category_8,0.757
Category_7,24,Category_9,Olympic,SF,Category_6,17.981,m,2.369,7.348,26.24,Category_1,0.621
Category_5,30,Category_5,Olympic,SF,Category_5,14.335,m,95.265,6.961,27.324,Category_3,0.61
Category_6,31,Category_6,World Championships,SF,Category_8,22.345,m,79.962,4.202,26.032,Category_2,0.632
Category_2,30,Category_4,Series,H,Category_2,19.657,m,46.08,7.319,29.261,Category_6,0.637
Category_5,28,Category_5,Olympic,H,Category_7,15.604,m,-32.983,7.09,21.274,Category_8,0.677
Category_4,33,Category_7,Youth Olympic,H,Category_4,11.913,m,-5.618,0.638,29.261,Category_8,0.781
Category_9,34,Category_9,World Cup,SF,Category_1,17.902,m,-6.386,4.518,22.868,Category_7,0.624
Category_6,25,Category_6,Youth Olympic,H,Category_5,20.454,m,-6.805,8.074,26.392,Category_7,0.714
Category_2,32,Category_6,Junior,F,Category_3,19.931,m,21.474,0.855,24.552,Category_8,0.752
Category_1,26,Category_8,Olympic,H,Category_4,24.819,m,54.9,1.199,26.545,Category_5,0.645
Category_5,27,Category_4,Olympic,SF,Category_7,21.82,m,14.429,6.319,25.635,Category_3,0.66
Category_9,29,Category_3,World Championships,F,Category_5,18.995,m,23.639,7.959,26.002,Category_2,0.678
Category_6,18,Category_7,Series,SF,Category_4,17.04,m,23.732,4.085,28.036,Category_3,0.644
Category_7,26,Category_5,World Cup,F,Category_1,13.094,m,58.409,3.618,27.332,Category_3,0.583
Category_5,32,Category_2,Olympic,SF,Category_6,15.906,m,58.122,0.587,29.022,Category_7,0.725
Category_6,18,Category_2,World Championships,SF,Category_6,26.041,m,37.174,4.039,27.754,Category_1,0.672
Category_5,29,Category_6,World Championships,F,Category_7,23.999,m,69.159,1.147,23.374,Category_7,0.639
Category_9,20,Category_8,World Cup,H,Category_1,21.616,m,21.564,3.9,31.972,Category_6,0.663
Category_6,28,Category_1,Youth Olympic,F,Category_4,18.377,m,82.58,8.005,22.509,Category_2,0.65
Category_8,19,Category_6,Youth Olympic,F,Category_9,25.556,m,15.169,1.584,27.528,Category_1,0.691
Category_2,33,Category_2,Youth Olympic,F,Category_6,16.237,m,-23.852,4.153,28.447,Category_9,0.624
Category_9,26,Category_2,25m,F,Category_2,16.285,m,-3.649,6.896,27.48,Category_2,0.648
Category_5,32,Category_7,Series,F,Category_4,20.034,m,-6.195,2.861,26.405,Category_4,0.671
Category_7,29,Category_1,Series,SF,Category_6,11.388,m,11.327,5.78,30.085,Category_9,0.576
Category_1,18,Category_6,Youth Olympic,SF,Category_4,16.12,m,64.866,6.771,29.292,Category_9,0.653
Category_5,30,Category_7,World Cup,H,Category_7,19.444,m,19.666,4.968,26.795,Category_1,0.634
Category_2,31,Category_8,25m,H,Category_3,18.513,m,-6.286,5.018,25.862,Category_2,0.692
Category_6,25,Category_7,Series,F,Category_6,16.332,m,-9.186,2.068,25.058,Category_2,0.676
Category_1,25,Category_6,Youth Olympic,H,Category_4,28.843,m,30.885,3.79,25.232,Category_2,0.721
Category_3,29,Category_9,25m,H,Category_3,26.062,m,76.215,5.174,26.711,Category_8,0.574
Category_5,18,Category_3,World Cup,F,Category_3,27.516,m,38.865,0.088,23.229,Category_8,0.637
Category_4,28,Category_6,Youth Olympic,SF,Category_2,20.011,m,59.574,-0.762,26.827,Category_8,0.673
Category_3,25,Category_4,Junior,SF,Category_3,18.4,m,44.045,4.397,28.594,Category_4,0.722
Category_5,27,Category_2,Olympic,H,Category_1,27.048,m,-11.2,5.708,25.613,Category_8,0.615
Category_8,28,Category_1,World Cup,SF,Category_3,20.774,m,49.761,4.992,26.792,Category_7,0.628
Category_4,24,Category_1,World Championships,SF,Category_9,16.033,m,-0.099,0.779,27.512,Category_8,0.723
Category_1,28,Category_3,World Championships,H,Category_4,16.321,m,20.592,7.494,27.898,Category_1,0.768
Category_7,34,Category_4,World Cup,F,Category_3,19.079,m,11.829,5.03,26.405,Category_3,0.741
Category_8,18,Category_2,World Championships,H,Category_8,20.33,m,29.565,7.167,30.683,Category_6,0.741
Category_3,25,Category_1,Series,H,Category_1,20.758,m,25.41,3.2,26.849,Category_1,0.684
Category_6,23,Category_4,World Cup,H,Category_5,19.662,m,21.628,5.428,23.941,Category_4,0.67
Category_2,23,Category_7,Junior,F,Category_1,30.102,m,24.629,6.057,26.0,Category_9,0.75
Category_7,22,Category_6,World Cup,F,Category_7,14.822,m,40.203,7.25,29.674,Category_7,0.65
Category_8,30,Category_6,Youth Olympic,F,Category_5,23.205,m,24.627,7.042,29.503,Category_1,0.619
Category_6,25,Category_9,Youth Olympic,F,Category_2,18.446,m,27.588,2.803,23.089,Category_6,0.677
Category_6,26,Category_2,25m,H,Category_1,20.261,m,89.607,4.489,26.192,Category_6,0.648
Category_5,34,Category_4,World Championships,SF,Category_7,24.313,m,62.315,3.485,25.69,Category_2,0.63
Category_8,20,Category_5,Olympic,H,Category_1,13.045,m,18.252,5.127,28.541,Category_6,0.703
Category_1,28,Category_1,World Championships,F,Category_3,16.507,m,35.589,1.231,24.358,Category_2,0.653
Category_4,34,Category_8,Series,SF,Category_6,19.868,m,33.347,0.856,30.245,Category_8,0.673
Category_4,19,Category_8,World Cup,H,Category_6,26.529,m,34.824,10.654,23.634,Category_7,0.689
Category_3,25,Category_6,Olympic,SF,Category_7,26.508,m,31.933,9.544,26.536,Category_6,0.585
Category_3,24,Category_5,Olympic,F,Category_1,25.706,m,35.031,7.648,24.213,Category_6,0.72
Category_4,34,Category_8,World Championships,SF,Category_7,11.346,m,25.32,5.968,28.275,Category_9,0.768
Category_1,23,Category_3,Olympic,SF,Category_2,16.077,m,14.927,6.686,22.351,Category_9,0.722
Category_2,23,Category_3,Olympic,F,Category_6,16.248,m,21.421,6.692,26.468,Category_2,0.503
Category_9,19,Category_2,Youth Olympic,SF,Category_8,20.193,m,-17.202,8.852,26.425,Category_3,0.675
Category_2,23,Category_5,Junior,H,Category_5,12.754,m,52.446,3.561,24.887,Category_7,0.581
Category_5,22,Category_3,World Cup,SF,Category_3,24.964,m,46.344,2.907,29.5,Category_9,0.718
